rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
2130	GNB1	guanine nucleotide binding protein (G protein), beta polypeptide 1	1063	5	0	1	3	0	0	0	3	3	3	1.182390e-01	1	2.670000e-01	2.033598e-01	1
2131	IFNB1	interferon, beta 1, fibroblast	566	0	0	3	3	0	0	0	3	3	3	7.649680e-01	1	4.600000e-02	2.035243e-01	1
2132	OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	3331	0	0	1	5	0	0	1	6	6	6	1.549944e-01	1	2.970000e-01	2.036737e-01	1
2133	TGS1	trimethylguanosine synthase homolog (S. cerevisiae)	2610	11	2	1	5	0	1	1	7	7	7	1.158469e-01	1	3.730000e-01	2.037242e-01	1
2134	CARD14	caspase recruitment domain family, member 14	3258	11	1	1	3	2	2	0	7	7	7	1.161376e-01	1	3.100000e-01	2.037617e-01	1
2135	TMEM182	transmembrane protein 182	706	3	0	0	0	0	1	0	1	1	1	2.037968e-01	NaN	NaN	2.037968e-01	1
2136	TEX2	testis expressed 2	3449	0	1	1	8	0	1	1	10	10	10	1.747097e-01	1	2.570000e-01	2.038562e-01	1
2137	ID2	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	413	0	2	0	1	0	0	1	2	2	2	2.044038e-01	NaN	NaN	2.044038e-01	1
2138	ASB1	ankyrin repeat and SOCS box-containing 1	1026	14	0	1	2	0	0	0	2	2	2	8.062089e-01	1	4.400000e-02	2.045467e-01	1
2139	FAM114A2	family with sequence similarity 114, member A2	1570	6	0	0	5	0	0	0	5	5	5	5.163321e-02	1	8.940000e-01	2.046529e-01	1
2140	PIK3R5	phosphoinositide-3-kinase, regulatory subunit 5	2715	13	1	1	0	1	2	0	3	3	3	1.614228e-01	1	1.460000e-01	2.047183e-01	1
2141	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	1417	11	0	0	5	0	0	2	7	7	7	5.171190e-02	1	3.920000e-01	2.048860e-01	1
2142	ASB9	ankyrin repeat and SOCS box-containing 9	940	0	0	1	3	0	0	0	3	3	3	3.919196e-01	1	9.500000e-02	2.049497e-01	1
2143	KRTDAP	keratinocyte differentiation-associated protein	324	34	0	0	0	0	1	0	1	1	1	2.052274e-01	NaN	NaN	2.052274e-01	1
2144	TMEM63A	transmembrane protein 63A	2516	5	0	1	3	0	1	1	5	5	5	2.337236e-01	1	1.890000e-01	2.054033e-01	1
2145	MXD3	MAX dimerization protein 3	769	12	1	0	2	1	0	0	3	3	3	6.919883e-01	1	3.600000e-02	2.054403e-01	1
2146	SPTB	spectrin, beta, erythrocytic (includes spherocytosis, clinical type I)	7192	3	1	5	11	0	2	3	16	16	16	5.194975e-02	1	9.190000e-01	2.055900e-01	1
2147	ARMC3	armadillo repeat containing 3	2690	0	0	0	4	0	0	0	4	4	4	6.261429e-01	1	6.700000e-02	2.056495e-01	1
2148	RNF215	ring finger protein 215	1166	30	1	0	1	0	0	2	3	3	3	4.903375e-01	1	9.000000e-02	2.056670e-01	1
2149	TRAPPC9	trafficking protein particle complex 9	3831	6	0	3	19	2	0	0	21	20	17	5.201836e-02	1	9.300000e-01	2.057929e-01	1
2150	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1	960	0	0	0	1	0	1	0	2	2	2	2.059645e-01	NaN	NaN	2.059645e-01	1
2151	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	6071	4	1	9	15	0	0	0	15	14	14	9.647805e-01	1.310000e-01	2.380000e-01	2.060287e-01	1
2152	AKAP8	A kinase (PRKA) anchor protein 8	2196	2	0	1	4	0	0	0	4	4	4	8.015241e-01	1	4.500000e-02	2.060314e-01	1
2153	C21orf45	chromosome 21 open reading frame 45	720	18	1	0	1	0	1	0	2	2	2	2.060626e-01	NaN	NaN	2.060626e-01	1
2154	TRAF7	TNF receptor-associated factor 7	2121	0	0	0	4	0	1	0	5	5	5	9.513571e-02	1	3.890000e-01	2.061357e-01	1
2155	PPM1L	protein phosphatase 1 (formerly 2C)-like	1097	24	0	1	3	0	0	0	3	3	3	2.971240e-01	1	1.640000e-01	2.066065e-01	1
2156	SLC40A1	solute carrier family 40 (iron-regulated transporter), member 1	1744	6	0	1	4	0	0	0	4	4	4	1.070008e-01	1	4.010000e-01	2.066937e-01	1
2157	DMD	dystrophin (muscular dystrophy, Duchenne and Becker types)	11643	2	3	8	34	7	2	4	47	43	45	5.404780e-01	7.600000e-02	9.000000e-01	2.069974e-01	1
2158	SLC17A7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	1727	1	1	0	9	0	1	1	11	11	10	5.249337e-02	1	3.510000e-01	2.071949e-01	1
2159	PHTF2	putative homeodomain transcription factor 2	2380	1	1	3	6	0	1	1	8	8	7	2.949169e-01	1.490000e-01	6.100000e-01	2.072003e-01	1
2160	TGM1	transglutaminase 1 (K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase)	2566	16	0	4	5	1	0	1	7	7	7	2.477227e-01	1	1.650000e-01	2.072652e-01	1
2161	FST	follistatin	1063	13	0	0	4	0	0	1	5	5	5	1.190984e-01	1	3.480000e-01	2.072804e-01	1
2162	MMP8	matrix metallopeptidase 8 (neutrophil collagenase)	1442	14	0	1	5	0	0	0	5	5	5	4.104496e-01	1	9.700000e-02	2.073251e-01	1
2163	OR7A5	olfactory receptor, family 7, subfamily A, member 5	960	4	0	0	6	0	0	0	6	6	6	5.257346e-02	1	9.670000e-01	2.074309e-01	1
2164	TRIP13	thyroid hormone receptor interactor 13	1349	9	0	1	4	1	0	0	5	5	5	5.264701e-02	1	8.060000e-01	2.076475e-01	1
2165	AQP10	aquaporin 10	928	16	1	1	2	0	0	0	2	2	2	3.026394e-01	1	1.260000e-01	2.076836e-01	1
2166	HSD17B13	hydroxysteroid (17-beta) dehydrogenase 13	929	9	0	0	4	0	0	0	4	4	4	1.303568e-01	1	3.150000e-01	2.076980e-01	1
2167	BMPER	BMP binding endothelial regulator	2114	12	0	2	4	0	0	0	4	4	4	9.941154e-01	1	2.100000e-02	2.077685e-01	1
2168	CYP11B2	cytochrome P450, family 11, subfamily B, polypeptide 2	1546	3	0	5	6	0	0	0	6	6	6	7.640484e-01	1	3.000000e-02	2.078604e-01	1
2169	RXFP1	relaxin/insulin-like family peptide receptor 1	2346	0	0	2	4	1	1	1	7	7	7	5.274179e-02	1	4.810000e-01	2.079265e-01	1
2170	NUP43	nucleoporin 43kDa	1173	3	2	0	4	0	0	0	4	4	4	5.797643e-01	1	3.600000e-02	2.079758e-01	1
2171	KRT73	keratin 73	1657	1	0	0	6	1	0	0	7	7	7	9.821249e-02	1	2.830000e-01	2.082104e-01	1
2172	NUDT15	nudix (nucleoside diphosphate linked moiety X)-type motif 15	503	21	0	0	0	0	1	0	1	1	1	2.083138e-01	NaN	NaN	2.083138e-01	1
2173	ANAPC4	anaphase promoting complex subunit 4	2543	1	0	1	1	1	1	1	4	4	4	1.546597e-01	1	2.960000e-01	2.083729e-01	1
2174	PRRT4	proline-rich transmembrane protein 4	2716	0	0	0	2	0	0	0	2	2	2	9.981798e-01	1	3.900000e-02	2.084021e-01	1
2175	PTPRA	protein tyrosine phosphatase, receptor type, A	4318	2	0	1	6	0	0	0	6	6	6	7.900909e-01	1	1.900000e-02	2.084978e-01	1
2176	CASR	calcium-sensing receptor (hypocalciuric hypercalcemia 1, severe neonatal hyperparathyroidism)	3287	13	0	2	9	0	0	0	9	9	8	3.788865e-01	1.060000e-01	5.590000e-01	2.088151e-01	1
2177	PDCL3	phosducin-like 3	740	4	1	1	1	1	0	0	2	2	2	2.794551e-01	1	1.440000e-01	2.089689e-01	1
2178	ADAR	adenosine deaminase, RNA-specific	3742	0	0	3	7	0	1	0	8	8	8	2.415149e-01	1	1.450000e-01	2.090769e-01	1
2179	GPR128	G protein-coupled receptor 128	2454	7	2	2	7	0	1	1	9	9	9	4.665495e-01	1	2.300000e-02	2.092335e-01	1
2180	CCDC38	coiled-coil domain containing 38	1754	1	0	1	1	0	1	1	3	2	3	5.319701e-02	1	9.030000e-01	2.092639e-01	1
2181	MUTED	muted homolog (mouse)	582	68	0	0	1	0	1	0	2	2	2	3.284327e-01	1	1.000000e-01	2.092906e-01	1
2182	KLHL12	kelch-like 12 (Drosophila)	1751	23	0	2	4	0	0	1	5	5	5	1.235044e-01	1	3.820000e-01	2.093618e-01	1
2183	CCDC64	coiled-coil domain containing 64	1756	6	0	0	5	1	0	0	6	5	6	5.324091e-02	1	6.120000e-01	2.093927e-01	1
2184	DHX36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	3125	1	0	0	2	0	0	3	5	5	5	5.327692e-02	1	6.390000e-01	2.094983e-01	1
2185	GLT25D1	glycosyltransferase 25 domain containing 1	1945	0	0	0	4	0	1	0	5	5	5	5.328201e-02	1	6.490000e-01	2.095132e-01	1
2186	BAZ2B	bromodomain adjacent to zinc finger domain, 2B	6647	2	0	2	20	1	0	1	22	19	21	3.977367e-01	1.460000e-01	6.360000e-01	2.095563e-01	1
2187	RAB9B	RAB9B, member RAS oncogene family	610	0	1	1	4	0	0	0	4	4	3	6.271253e-01	8.500000e-02	1.480000e-01	2.095825e-01	1
2188	NLRC4	NLR family, CARD domain containing 4	3107	2	0	2	8	1	1	0	10	10	9	3.982560e-01	1.140000e-01	8.410000e-01	2.097603e-01	1
2189	PGRMC1	progesterone receptor membrane component 1	596	12	0	1	3	0	0	0	3	3	3	5.345522e-02	1	7.260000e-01	2.100208e-01	1
2190	WDR93	WD repeat domain 93	2125	12	1	2	5	0	0	1	6	6	6	8.806637e-02	1	5.460000e-01	2.100239e-01	1
2191	PLA2G4F	phospholipase A2, group IVF	2628	4	0	1	4	0	0	0	4	4	4	1.944717e-01	1	2.420000e-01	2.100926e-01	1
2192	SLITRK5	SLIT and NTRK-like family, member 5	2881	4	0	2	3	0	0	0	3	3	3	9.904269e-01	1	1.800000e-02	2.101023e-01	1
2193	JAG1	jagged 1 (Alagille syndrome)	3757	29	0	4	8	2	1	0	11	11	11	2.347701e-01	1	1.630000e-01	2.102327e-01	1
2194	SLC26A10	solute carrier family 26, member 10	1746	0	0	0	2	1	0	0	3	3	3	5.360084e-02	1	9.670000e-01	2.104471e-01	1
2195	CDK11B	cyclin-dependent kinase 11B	2561	41	2	2	5	0	2	0	7	5	7	5.105287e-01	1	7.600000e-02	2.104608e-01	1
2196	TTLL13	tubulin tyrosine ligase-like family, member 13	1416	0	0	0	0	0	0	1	1	1	1	2.104720e-01	NaN	NaN	2.104720e-01	1
2197	MAGEA4	melanoma antigen family A, 4	966	4	0	3	4	0	0	1	5	5	4	5.260237e-01	8.200000e-02	8.740000e-01	2.106039e-01	1
2198	SLC10A1	solute carrier family 10 (sodium/bile acid cotransporter family), member 1	1066	20	0	2	5	0	0	0	5	5	5	2.795563e-01	1	1.430000e-01	2.106635e-01	1
2199	ABL1	c-abl oncogene 1, receptor tyrosine kinase	3573	1	0	1	5	0	0	1	6	6	6	2.293941e-01	1	2.170000e-01	2.106735e-01	1
2200	FAM107A	family with sequence similarity 107, member A	447	47	0	0	2	0	0	0	2	2	2	1.705101e-01	1	3.150000e-01	2.107685e-01	1
2201	SMYD5	SMYD family member 5	1307	4	0	2	3	0	1	1	5	5	5	5.376565e-02	1	5.670000e-01	2.109291e-01	1
2202	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif, 7	5153	19	0	6	10	2	0	0	12	12	12	3.788150e-01	1.210000e-01	6.880000e-01	2.110053e-01	1
2203	FTSJD1	FtsJ methyltransferase domain containing 1	2317	16	0	2	1	0	0	2	3	3	3	6.196441e-01	1	5.300000e-02	2.113481e-01	1
2204	ROPN1L	ropporin 1-like	711	42	1	0	2	1	0	0	3	3	3	2.265683e-01	1	2.280000e-01	2.113896e-01	1
2205	INO80	INO80 homolog (S. cerevisiae)	4811	0	0	2	8	0	0	1	9	9	9	3.064721e-01	1	1.190000e-01	2.114358e-01	1
2206	IFIT5	interferon-induced protein with tetratricopeptide repeats 5	1453	9	0	0	4	1	0	0	5	5	5	4.652286e-01	1	8.000000e-02	2.115159e-01	1
2207	OR10A2	olfactory receptor, family 10, subfamily A, member 2	912	3	0	0	4	1	0	0	5	5	5	1.092587e-01	1	3.900000e-01	2.115372e-01	1
2208	QSOX1	quiescin Q6 sulfhydryl oxidase 1	2301	15	0	1	6	0	0	1	7	7	7	5.405099e-02	1	8.430000e-01	2.117625e-01	1
2209	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	1547	1	3	0	5	1	0	0	6	6	6	9.889054e-02	1	5.160000e-01	2.118854e-01	1
2210	DTNB	dystrobrevin, beta	1963	10	0	1	5	1	1	0	7	7	7	5.410665e-02	1	6.380000e-01	2.119248e-01	1
2211	LIPN	lipase, family member N	1227	0	0	0	3	1	0	1	5	5	5	5.418807e-02	1	6.680000e-01	2.121622e-01	1
2212	STAC2	SH3 and cysteine rich domain 2	1276	3	0	2	6	0	0	2	8	8	8	5.420520e-02	1	8.300000e-01	2.122122e-01	1
2213	UNC119B	unc-119 homolog B (C. elegans)	772	71	0	0	3	0	1	0	4	4	4	5.425015e-02	1	4.490000e-01	2.123432e-01	1
2214	TMC3	transmembrane channel-like 3	3387	5	0	1	5	0	0	0	5	5	5	7.238536e-01	1	4.700000e-02	2.124565e-01	1
2215	EPB41L2	erythrocyte membrane protein band 4.1-like 2	3094	7	0	2	11	0	1	0	12	12	12	1.574040e-01	1	2.170000e-01	2.125012e-01	1
2216	ADNP2	ADNP homeobox 2	3408	21	1	1	6	0	0	0	6	6	6	2.576095e-01	1	1.660000e-01	2.126504e-01	1
2217	IDE	insulin-degrading enzyme	3158	0	0	0	6	1	1	0	8	8	8	1.152285e-01	1	2.910000e-01	2.127443e-01	1
2218	RAP2B	RAP2B, member of RAS oncogene family	552	5	2	0	0	1	0	0	1	1	1	2.127629e-01	NaN	NaN	2.127629e-01	1
2219	CCDC57	coiled-coil domain containing 57	2812	0	0	0	6	1	0	0	7	7	7	1.303472e-01	1	2.700000e-01	2.130275e-01	1
2220	TBXAS1	thromboxane A synthase 1 (platelet, cytochrome P450, family 5, subfamily A)	1799	7	1	0	5	0	0	0	5	4	5	3.027641e-01	1	1.500000e-01	2.130635e-01	1
2221	RPAP3	RNA polymerase II associated protein 3	2062	4	0	0	1	1	0	0	2	2	2	5.450004e-02	1	8.090000e-01	2.130708e-01	1
2222	WFDC13	WAP four-disulfide core domain 13	371	7	0	1	0	0	1	0	1	1	1	2.133288e-01	NaN	NaN	2.133288e-01	1
2223	DVL2	dishevelled, dsh homolog 2 (Drosophila)	3375	1	0	2	6	0	0	0	6	6	6	7.925120e-01	1	1.800000e-02	2.136038e-01	1
2224	CHSY1	chondroitin sulfate synthase 1	2417	10	0	1	5	0	0	0	5	5	5	1.835419e-01	1	2.460000e-01	2.136392e-01	1
2225	MAMLD1	mastermind-like domain containing 1	3467	0	0	1	5	0	1	0	6	5	6	1.257409e-01	1	4.190000e-01	2.136444e-01	1
2226	MBD1	methyl-CpG binding domain protein 1	3059	11	0	1	6	0	0	1	7	7	7	2.145208e-01	1	1.170000e-01	2.136604e-01	1
2227	MARCH10	membrane-associated ring finger (C3HC4) 10	2467	0	6	1	10	0	0	0	10	10	10	9.126203e-01	1	2.300000e-02	2.138185e-01	1
2228	WDR92	WD repeat domain 92	1458	4	0	1	2	0	0	1	3	3	3	2.117344e-01	1	2.160000e-01	2.140566e-01	1
2229	MPP3	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	1830	2	0	0	3	0	0	0	3	3	3	2.493661e-01	1	2.110000e-01	2.141186e-01	1
2230	SIDT1	SID1 transmembrane family, member 1	2580	26	0	2	6	1	1	0	8	8	8	5.493690e-02	1	6.170000e-01	2.143402e-01	1
2231	MAN1B1	mannosidase, alpha, class 1B, member 1	2150	22	1	0	5	0	0	0	5	5	5	7.967679e-01	4.500000e-02	6.300000e-01	2.144565e-01	1
2232	P2RY8	purinergic receptor P2Y, G-protein coupled, 8	1084	0	0	1	2	0	0	1	3	3	3	2.454790e-01	1	2.110000e-01	2.144864e-01	1
2233	DENND4C	DENN/MADD domain containing 4C	5132	5	0	1	8	0	0	0	8	8	8	6.252755e-01	1	6.000000e-02	2.145935e-01	1
2234	SP4	Sp4 transcription factor	2375	0	0	1	6	0	0	1	7	7	7	4.744840e-01	1	5.200000e-02	2.146396e-01	1
2235	RBM5	RNA binding motif protein 5	2544	3	0	0	7	1	0	0	8	7	8	5.504271e-02	1	9.200000e-01	2.146471e-01	1
2236	UBR5	ubiquitin protein ligase E3 component n-recognin 5	8634	3	0	9	26	2	0	1	29	26	28	9.492986e-01	3.900000e-02	9.450000e-01	2.146952e-01	1
2237	LAMB1	laminin, beta 1	5493	1	1	3	16	0	0	0	16	14	16	8.541534e-01	1	1.950000e-02	2.147926e-01	1
2238	SCNN1G	sodium channel, nonvoltage-gated 1, gamma	1998	6	0	2	3	1	0	0	4	4	4	4.305598e-01	1	1.180000e-01	2.148469e-01	1
2239	DNAJC28	DnaJ (Hsp40) homolog, subfamily C, member 28	1171	9	0	0	2	1	0	1	4	4	4	5.520812e-02	1	9.100000e-01	2.151265e-01	1
2240	CDK5RAP3	CDK5 regulatory subunit associated protein 3	1575	24	0	0	1	0	2	0	3	3	3	5.530000e-02	1	6.750000e-01	2.153925e-01	1
2241	RBM34	RNA binding motif protein 34	1354	11	0	1	3	1	1	0	5	5	5	5.535041e-02	1	8.650000e-01	2.155384e-01	1
2242	VPS4B	vacuolar protein sorting 4 homolog B (S. cerevisiae)	1375	5	0	0	4	0	0	0	4	4	4	5.538595e-02	1	4.170000e-01	2.156413e-01	1
2243	LMNA	lamin A/C	2060	7	0	0	5	0	1	0	6	6	6	5.539776e-02	1	9.250000e-01	2.156755e-01	1
2244	GPR116	G protein-coupled receptor 116	4121	1	0	3	7	0	2	0	9	9	9	5.541810e-02	1	6.350000e-01	2.157343e-01	1
2245	REEP4	receptor accessory protein 4	802	26	0	0	2	0	1	0	3	3	3	5.554231e-02	1	9.370000e-01	2.160935e-01	1
2246	ARHGAP11A	Rho GTPase activating protein 11A	3139	4	0	0	5	1	0	0	6	5	6	1.764367e-01	1	3.020000e-01	2.161954e-01	1
2247	TTLL4	tubulin tyrosine ligase-like family, member 4	3672	0	0	0	6	1	0	0	7	7	7	1.544162e-01	1	2.700000e-01	2.162308e-01	1
2248	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1	1149	14	1	0	5	0	1	0	6	6	6	8.578721e-02	1	6.010000e-01	2.162316e-01	1
2249	WASL	Wiskott-Aldrich syndrome-like	1558	2	0	0	2	0	1	0	3	3	3	5.563808e-02	1	7.340000e-01	2.163702e-01	1
2250	ZDHHC14	zinc finger, DHHC-type containing 14	1499	7	0	0	2	0	1	0	3	3	3	5.565384e-02	1	9.830000e-01	2.164158e-01	1
2251	USP24	ubiquitin specific peptidase 24	8131	1	0	0	6	0	1	0	7	7	7	1.881817e-01	1	2.370000e-01	2.165542e-01	1
2252	MTUS2	microtubule associated tumor suppressor candidate 2	4250	10	0	4	10	1	0	0	11	11	10	5.184804e-01	2.300000e-01	3.480000e-01	2.174027e-01	1
2253	DHDH	dihydrodiol dehydrogenase (dimeric)	1033	2	0	1	2	0	1	0	3	3	3	5.600483e-02	1	4.680000e-01	2.174285e-01	1
2254	C6orf221	chromosome 6 open reading frame 221	664	5	0	0	2	0	0	0	2	2	2	1.824620e-01	1	2.270000e-01	2.174603e-01	1
2255	ANXA6	annexin A6	2122	4	0	0	5	0	0	0	5	5	5	2.067605e-01	1	1.510000e-01	2.175071e-01	1
2256	OC90	otoconin 90	1486	4	0	0	2	1	1	1	5	5	5	5.604810e-02	1	8.380000e-01	2.175532e-01	1
2257	RDM1	RAD52 motif 1	952	8	0	0	3	0	0	0	3	3	3	2.481397e-01	1	1.340000e-01	2.176439e-01	1
2258	LATS1	LATS, large tumor suppressor, homolog 1 (Drosophila)	3417	22	2	0	5	1	0	0	6	6	6	6.097864e-01	1	7.200000e-02	2.177038e-01	1
2259	ZNF425	zinc finger protein 425	2271	0	0	4	9	0	0	1	10	9	10	3.244645e-01	1	7.200000e-02	2.177960e-01	1
2260	WFDC10A	WAP four-disulfide core domain 10A	246	2	1	0	0	1	0	1	2	2	2	5.614576e-02	1	9.650000e-01	2.178346e-01	1
2261	SHROOM3	shroom family member 3	6031	0	1	0	11	1	0	1	13	12	12	1.534635e-01	1	2.740000e-01	2.178975e-01	1
2262	ST6GALNAC3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	946	2	0	1	4	0	0	0	4	4	4	1.210759e-01	1	4.550000e-01	2.179309e-01	1
2263	DPPA5	developmental pluripotency associated 5	361	24	0	0	0	1	0	0	1	1	1	2.179707e-01	NaN	NaN	2.179707e-01	1
2264	ZCCHC11	zinc finger, CCHC domain containing 11	5054	2	1	2	8	2	1	0	11	10	11	1.844079e-01	1	2.150000e-01	2.181185e-01	1
2265	TACR1	tachykinin receptor 1	1242	5	1	1	2	0	0	0	2	2	2	7.309559e-01	1	4.000000e-02	2.182313e-01	1
2266	CDK16	cyclin-dependent kinase 16	1791	21	0	0	4	0	0	0	4	4	4	5.630261e-02	1	9.180000e-01	2.182860e-01	1
2267	LSM2	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)	304	38	0	0	1	0	0	0	1	1	1	2.182949e-01	NaN	NaN	2.182949e-01	1
2268	ARHGAP11B	Rho GTPase activating protein 11B	834	9	0	0	0	0	1	0	1	1	1	2.184719e-01	NaN	NaN	2.184719e-01	1
2269	DTWD1	DTW domain containing 1	931	2	0	0	4	0	0	0	4	4	4	2.104855e-01	1	2.010000e-01	2.185953e-01	1
2270	ERP29	endoplasmic reticulum protein 29	795	5	1	1	4	0	0	0	4	4	4	1.164472e-01	1	3.020000e-01	2.187871e-01	1
2271	SERPINB3	serpin peptidase inhibitor, clade B (ovalbumin), member 3	1201	8	0	0	5	0	0	0	5	5	5	1.968203e-01	1	1.670000e-01	2.188174e-01	1
2272	MRPL2	mitochondrial ribosomal protein L2	1167	18	0	0	5	0	0	0	5	5	5	5.649008e-02	1	5.510000e-01	2.188251e-01	1
2273	PF4V1	platelet factor 4 variant 1	325	2	0	1	0	0	1	0	1	1	1	2.189686e-01	NaN	NaN	2.189686e-01	1
2274	FAM168A	family with sequence similarity 168, member A	736	11	0	0	0	1	0	0	1	1	1	2.189727e-01	NaN	NaN	2.189727e-01	1
2275	LRDD	leucine-rich repeats and death domain containing	2797	0	0	0	3	0	0	0	3	3	3	4.753590e-01	1	6.200000e-02	2.190481e-01	1
2276	SNX7	sorting nexin 7	1390	21	0	1	5	2	0	0	7	7	7	1.118564e-01	1	3.760000e-01	2.194600e-01	1
2277	RPP38	ribonuclease P/MRP 38kDa subunit	1330	4	0	2	2	0	0	1	3	3	3	4.809521e-01	1	1.080000e-01	2.195781e-01	1
2278	FFAR1	free fatty acid receptor 1	907	7	0	1	2	0	0	0	2	2	2	9.961428e-01	1	3.200000e-02	2.196579e-01	1
2279	GSTA1	glutathione S-transferase A1	693	20	0	0	4	0	0	0	4	4	4	5.681797e-02	1	5.700000e-01	2.197664e-01	1
2280	ENO2	enolase 2 (gamma, neuronal)	1812	2	0	0	2	0	1	0	3	3	3	5.690520e-02	1	6.930000e-01	2.200165e-01	1
2281	MINA	MYC induced nuclear antigen	1688	0	0	0	2	0	0	0	2	2	2	5.693424e-01	1	3.600000e-02	2.200997e-01	1
2282	SETD8	SET domain containing (lysine methyltransferase) 8	1089	5	0	1	2	0	0	1	3	3	3	5.705717e-02	1	9.980000e-01	2.204519e-01	1
2283	GLYATL2	glycine-N-acyltransferase-like 2	905	0	0	0	0	1	0	0	1	1	1	2.204692e-01	NaN	NaN	2.204692e-01	1
2284	DCST2	DC-STAMP domain containing 2	2615	22	0	3	3	1	1	1	6	6	6	5.710077e-02	1	9.030000e-01	2.205767e-01	1
2285	EXOSC10	exosome component 10	2758	5	0	1	4	0	1	0	5	4	5	1.442749e-01	1	3.230000e-01	2.210814e-01	1
2286	DTNA	dystrobrevin, alpha	2407	1	2	1	2	0	0	1	3	3	3	5.728375e-01	1	8.700000e-02	2.211003e-01	1
2287	CCDC150	coiled-coil domain containing 150	3414	6	0	0	7	0	1	0	8	8	8	5.728412e-02	1	7.260000e-01	2.211013e-01	1
2288	C2orf84		641	8	0	0	2	1	1	0	4	4	4	5.729307e-02	1	8.980000e-01	2.211269e-01	1
2289	LRRK1	leucine-rich repeat kinase 1	6176	1	0	7	11	1	0	0	12	11	12	6.098021e-01	1	4.000000e-02	2.212079e-01	1
2290	CCRN4L	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	1304	0	0	0	1	0	0	1	2	2	2	1.313326e-01	1	2.970000e-01	2.214108e-01	1
2291	MPP7	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)	1792	0	0	0	2	0	1	0	3	3	3	5.742126e-02	1	4.400000e-01	2.214934e-01	1
2292	CHM	choroideremia (Rab escort protein 1)	2041	3	0	1	4	1	1	0	6	6	6	1.626831e-01	1	2.660000e-01	2.215102e-01	1
2293	RUFY1	RUN and FYVE domain containing 1	2195	9	1	1	7	1	0	0	8	8	8	1.358062e-01	1	3.520000e-01	2.215641e-01	1
2294	COL4A4	collagen, type IV, alpha 4	5260	11	2	4	12	0	4	0	16	16	16	1.661092e-01	1	2.710000e-01	2.216434e-01	1
2295	CMTM6	CKLF-like MARVEL transmembrane domain containing 6	564	4	0	0	2	0	0	0	2	2	2	2.767697e-01	1	1.110000e-01	2.219127e-01	1
2296	CREB1	cAMP responsive element binding protein 1	1058	2	0	0	2	1	0	0	3	3	3	5.758708e-02	1	4.130000e-01	2.219669e-01	1
2297	C5orf60	chromosome 5 open reading frame 60	856	0	0	1	2	0	0	1	3	3	3	9.928813e-01	1	2.700000e-02	2.219670e-01	1
2298	PTGR2	prostaglandin reductase 2	1092	2	0	0	0	0	1	1	2	2	2	2.220607e-01	NaN	NaN	2.220607e-01	1
2299	PHTF1	putative homeodomain transcription factor 1	2357	0	0	0	4	2	0	1	7	6	7	5.762443e-02	1	9.180000e-01	2.220735e-01	1
2300	RPL19	ribosomal protein L19	615	1	1	2	4	0	0	0	4	4	4	2.683543e-01	1	8.900000e-02	2.222782e-01	1
2301	DOCK10	dedicator of cytokinesis 10	6781	3	0	3	15	0	0	1	16	16	16	1.216085e-01	1	3.720000e-01	2.224717e-01	1
2302	EIF4A3	eukaryotic translation initiation factor 4A, isoform 3	1280	12	0	0	6	0	0	0	6	6	6	1.196421e-01	1	4.200000e-01	2.225376e-01	1
2303	SUMO1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	324	0	2	1	1	1	0	0	2	2	2	4.128204e-01	1	2.800000e-02	2.225596e-01	1
2304	ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	1444	12	0	0	6	0	0	0	6	6	6	4.103758e-01	1	8.200000e-02	2.227538e-01	1
2305	ALDH9A1	aldehyde dehydrogenase 9 family, member A1	1597	14	0	3	1	2	0	1	4	4	4	3.532604e-01	1	1.340000e-01	2.229582e-01	1
2306	CD109	CD109 molecule	4466	0	0	0	6	1	0	1	8	8	8	5.800339e-02	1	9.020000e-01	2.231538e-01	1
2307	PCDHGB6	protocadherin gamma subfamily B, 6	20016	6	0	0	13	1	0	0	14	13	14	5.800769e-02	1	5.660000e-01	2.231660e-01	1
2308	LSG1	large subunit GTPase 1 homolog (S. cerevisiae)	2029	17	0	2	3	1	1	0	5	5	5	5.805239e-02	1	4.160000e-01	2.232932e-01	1
